Length,Width,Height,E,nu,Load_x_coord,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10
1.00000000e+01,1.20000000e+00,1.00000000e+00,1.55000000e+11,2.60000000e-01,3.12387466e+00,-8.51078659e-11,-2.51389271e-10,-4.63444378e-10,-6.88784530e-10,-9.14572791e-10,-1.14061572e-09,-1.36669137e-09,-1.59277561e-09,-1.81886071e-09,-2.04494666e-09
1.00000000e+01,1.20000000e+00,1.00000000e+00,2.10000000e+11,3.00000000e-01,3.12387466e+00,-8.34619386e-11,-2.47427245e-10,-4.56899234e-10,-6.79610045e-10,-9.02830287e-10,-1.12634959e-09,-1.34990935e-09,-1.57348002e-09,-1.79705197e-09,-2.02062500e-09
1.00000000e+01,1.20000000e+00,1.00000000e+00,7.00000000e+10,3.40000000e-01,3.12387466e+00,-8.12634201e-11,-2.42204674e-10,-4.48315538e-10,-6.67689384e-10,-8.87662020e-10,-1.10798961e-09,-1.32836843e-09,-1.54876196e-09,-1.76915739e-09,-1.98955430e-09
1.00000000e+01,1.20000000e+00,1.00000000e+00,1.80000000e+10,1.80000000e-01,3.12387466e+00,-8.71529516e-11,-2.56487498e-10,-4.71982589e-10,-7.01011766e-10,-9.30418728e-10,-1.16000980e-09,-1.38962275e-09,-1.61924129e-09,-1.84886029e-09,-2.07847983e-09
1.00000000e+01,1.20000000e+00,1.00000000e+00,2.83000000e+10,4.00000000e-01,3.12387466e+00,-7.64665810e-11,-2.30888246e-10,-4.29765706e-10,-6.42136913e-10,-8.55344330e-10,-1.06904034e-09,-1.28281820e-09,-1.49662298e-09,-1.71043227e-09,-1.92424432e-09
1.00000000e+01,1.20000000e+00,1.20000000e+00,1.55000000e+11,2.60000000e-01,3.12387466e+00,-5.17539402e-11,-1.50725415e-10,-2.76506749e-10,-4.06929415e-10,-5.37493133e-10,-6.68208214e-10,-7.98937052e-10,-9.29669013e-10,-1.06040118e-09,-1.19113375e-09
1.00000000e+01,1.20000000e+00,1.20000000e+00,2.10000000e+11,3.00000000e-01,3.12387466e+00,-5.08409597e-11,-1.48568160e-10,-2.72965230e-10,-4.01888160e-10,-5.30963811e-10,-6.60213959e-10,-7.89481515e-10,-9.18752947e-10,-1.04802468e-09,-1.17729693e-09
1.00000000e+01,1.20000000e+00,1.20000000e+00,7.00000000e+10,3.40000000e-01,3.12387466e+00,-4.96134642e-11,-1.45700422e-10,-2.68276927e-10,-3.95310004e-10,-5.22519184e-10,-6.49931918e-10,-7.77367397e-10,-9.04807960e-10,-1.03224901e-09,-1.15969057e-09
1.00000000e+01,1.20000000e+00,1.20000000e+00,1.80000000e+10,1.80000000e-01,3.12387466e+00,-5.28577347e-11,-1.53420406e-10,-2.80987110e-10,-4.13528232e-10,-5.46208391e-10,-6.79002789e-10,-8.11805985e-10,-9.44611360e-10,-1.07741686e-09,-1.21022270e-09
1.00000000e+01,1.20000000e+00,1.20000000e+00,2.83000000e+10,4.00000000e-01,3.12387466e+00,-4.69378942e-11,-1.39477421e-10,-2.58119932e-10,-3.81241641e-10,-5.04620730e-10,-6.28272821e-10,-7.51963562e-10,-8.75663446e-10,-9.99364541e-10,-1.12306664e-09
1.00000000e+01,1.20000000e+00,1.40000000e+00,1.55000000e+11,2.60000000e-01,3.12387466e+00,-3.43985148e-11,-9.86926825e-11,-1.80165908e-10,-2.62204577e-10,-3.44307471e-10,-4.26516561e-10,-5.08731935e-10,-5.90948820e-10,-6.73165688e-10,-7.55382867e-10
1.00000000e+01,1.20000000e+00,1.40000000e+00,2.10000000e+11,3.00000000e-01,3.12387466e+00,-3.38488935e-11,-9.74166498e-11,-1.78084523e-10,-2.59175137e-10,-3.40323035e-10,-4.21591478e-10,-5.02868463e-10,-5.84147228e-10,-6.65426017e-10,-7.46705087e-10
1.00000000e+01,1.20000000e+00,1.40000000e+00,7.00000000e+10,3.40000000e-01,3.12387466e+00,-3.31009309e-11,-9.56961427e-11,-1.75286269e-10,-2.55189631e-10,-3.35147932e-10,-4.15244661e-10,-4.95353377e-10,-5.75464277e-10,-6.55575266e-10,-7.35686623e-10
1.00000000e+01,1.20000000e+00,1.40000000e+00,1.80000000e+10,1.80000000e-01,3.12387466e+00,-3.50374840e-11,-1.00220380e-10,-1.82683883e-10,-2.66071102e-10,-3.49544406e-10,-4.33100812e-10,-5.16660575e-10,-6.00221531e-10,-6.83782436e-10,-7.67343578e-10
1.00000000e+01,1.20000000e+00,1.40000000e+00,2.83000000e+10,4.00000000e-01,3.12387466e+00,-3.14597082e-11,-9.19299962e-11,-1.69163571e-10,-2.46636783e-10,-3.24181893e-10,-4.01907521e-10,-4.79655818e-10,-5.57407739e-10,-6.35159930e-10,-7.12912784e-10
1.00000000e+01,1.40000000e+00,8.00000000e-01,1.55000000e+11,2.60000000e-01,3.12387466e+00,-1.36137391e-10,-4.06723937e-10,-7.53120492e-10,-1.12865826e-09,-1.50576355e-09,-1.88354595e-09,-2.26150217e-09,-2.63953483e-09,-3.01758339e-09,-3.39564377e-09
1.00000000e+01,1.40000000e+00,8.00000000e-01,2.10000000e+11,3.00000000e-01,3.12387466e+00,-1.33157720e-10,-3.99228698e-10,-7.40517301e-10,-1.11110963e-09,-1.48350125e-09,-1.85671194e-09,-2.23013768e-09,-2.60366209e-09,-2.97720807e-09,-3.35076922e-09
1.00000000e+01,1.40000000e+00,8.00000000e-01,7.00000000e+10,3.40000000e-01,3.12387466e+00,-1.29188585e-10,-3.89434340e-10,-7.24166169e-10,-1.08846995e-09,-1.45486888e-09,-1.82226137e-09,-2.18992250e-09,-2.55771404e-09,-2.92553618e-09,-3.29337912e-09
1.00000000e+01,1.40000000e+00,8.00000000e-01,1.80000000e+10,1.80000000e-01,3.12387466e+00,-1.39910705e-10,-4.16635508e-10,-7.70060304e-10,-1.15254762e-09,-1.53626774e-09,-1.92043838e-09,-2.30472083e-09,-2.68905008e-09,-3.07338805e-09,-3.45773343e-09
1.00000000e+01,1.40000000e+00,8.00000000e-01,2.83000000e+10,4.00000000e-01,3.12387466e+00,-1.20470096e-10,-3.68243823e-10,-6.88983841e-10,-1.03997875e-09,-1.39373077e-09,-1.74886430e-09,-2.10439789e-09,-2.46015252e-09,-2.81596690e-09,-3.17182014e-09
1.00000000e+01,1.40000000e+00,1.00000000e+00,1.55000000e+11,2.60000000e-01,3.12387466e+00,-7.30355211e-11,-2.15318441e-10,-3.96742999e-10,-5.89501676e-10,-7.82784122e-10,-9.76385764e-10,-1.17004691e-09,-1.36372813e-09,-1.55741225e-09,-1.75109871e-09
1.00000000e+01,1.40000000e+00,1.00000000e+00,2.10000000e+11,3.00000000e-01,3.12387466e+00,-7.16007414e-11,-2.11787045e-10,-3.90852954e-10,-5.81246736e-10,-7.72237820e-10,-9.63603096e-10,-1.15504027e-09,-1.34650251e-09,-1.53796874e-09,-1.72943804e-09
1.00000000e+01,1.40000000e+00,1.00000000e+00,7.00000000e+10,3.40000000e-01,3.12387466e+00,-6.96854575e-11,-2.07156736e-10,-3.83181777e-10,-5.70591569e-10,-7.58696364e-10,-9.47242347e-10,-1.13587644e-09,-1.32454315e-09,-1.51321549e-09,-1.70189185e-09
1.00000000e+01,1.40000000e+00,1.00000000e+00,1.80000000e+10,1.80000000e-01,3.12387466e+00,-7.48137203e-11,-2.19894030e-10,-4.04503274e-10,-6.00603608e-10,-7.97127077e-10,-9.93879632e-10,-1.19067291e-09,-1.38747948e-09,-1.58428776e-09,-1.78109760e-09
1.00000000e+01,1.40000000e+00,1.00000000e+00,2.83000000e+10,4.00000000e-01,3.12387466e+00,-6.55179536e-11,-1.97202964e-10,-3.66765501e-10,-5.47966897e-10,-7.30097858e-10,-9.12820397e-10,-1.09567214e-09,-1.27857878e-09,-1.46149699e-09,-1.64442260e-09
1.00000000e+01,1.40000000e+00,1.20000000e+00,1.55000000e+11,2.60000000e-01,3.12387466e+00,-4.44374784e-11,-1.29174121e-10,-2.36874263e-10,-3.48451944e-10,-4.60260383e-10,-5.72258206e-10,-6.84281935e-10,-7.96313008e-10,-9.08344835e-10,-1.02037745e-09
1.00000000e+01,1.40000000e+00,1.20000000e+00,2.10000000e+11,3.00000000e-01,3.12387466e+00,-4.36479353e-11,-1.27266563e-10,-2.33711091e-10,-3.43957656e-10,-4.54454562e-10,-5.65168661e-10,-6.75914081e-10,-7.86668465e-10,-8.97423837e-10,-1.00818021e-09
1.00000000e+01,1.40000000e+00,1.20000000e+00,7.00000000e+10,3.40000000e-01,3.12387466e+00,-4.25865985e-11,-1.24744383e-10,-2.29553806e-10,-3.38132529e-10,-4.46990436e-10,-5.56099279e-10,-6.65246633e-10,-7.74405392e-10,-8.83565616e-10,-9.92727123e-10
1.00000000e+01,1.40000000e+00,1.20000000e+00,1.80000000e+10,1.80000000e-01,3.12387466e+00,-4.53877042e-11,-1.31573916e-10,-2.40919447e-10,-3.54389995e-10,-4.68069370e-10,-5.81891735e-10,-6.95731968e-10,-8.09577425e-10,-9.23423327e-10,-1.03726983e-09
1.00000000e+01,1.40000000e+00,1.20000000e+00,2.83000000e+10,4.00000000e-01,3.12387466e+00,-4.02796640e-11,-1.19315755e-10,-2.20638027e-10,-3.25794836e-10,-4.31311521e-10,-5.37154385e-10,-6.43055115e-10,-7.48974660e-10,-8.54897303e-10,-9.60822311e-10
1.00000000e+01,1.40000000e+00,1.40000000e+00,1.55000000e+11,2.60000000e-01,3.12387466e+00,-2.95431974e-11,-8.46138183e-11,-1.54432690e-10,-2.24599676e-10,-2.94920565e-10,-3.65374370e-10,-4.35840748e-10,-5.06310503e-10,-5.76780433e-10,-6.47250809e-10
1.00000000e+01,1.40000000e+00,1.40000000e+00,2.10000000e+11,3.00000000e-01,3.12387466e+00,-2.90698206e-11,-8.34904737e-11,-1.52580565e-10,-2.21913094e-10,-2.91398294e-10,-3.61033287e-10,-4.30683915e-10,-5.00338519e-10,-5.69993396e-10,-6.39648778e-10
1.00000000e+01,1.40000000e+00,1.40000000e+00,7.00000000e+10,3.40000000e-01,3.12387466e+00,-2.84256112e-11,-8.19842979e-11,-1.50109435e-10,-2.18402901e-10,-2.86850722e-10,-3.55468591e-10,-4.24106327e-10,-4.92748963e-10,-5.61392003e-10,-6.30035690e-10
1.00000000e+01,1.40000000e+00,1.40000000e+00,1.80000000e+10,1.80000000e-01,3.12387466e+00,-3.00901819e-11,-8.59689090e-11,-1.56700855e-10,-2.28062599e-10,-2.99585577e-10,-3.71213072e-10,-4.42848796e-10,-5.14487081e-10,-5.86125465e-10,-6.57764176e-10
1.00000000e+01,1.40000000e+00,1.40000000e+00,2.83000000e+10,4.00000000e-01,3.12387466e+00,-2.70163694e-11,-7.87150568e-11,-1.44758839e-10,-2.10944382e-10,-2.77301460e-10,-3.43873216e-10,-4.10476723e-10,-4.77088044e-10,-5.43700283e-10,-6.10313688e-10
1.20000000e+01,8.00000000e-01,8.00000000e-01,1.55000000e+11,2.60000000e-01,3.74864960e+00,-3.99896566e-10,-1.21195077e-09,-2.25547794e-09,-3.39789436e-09,-4.54472775e-09,-5.69198172e-09,-6.83925690e-09,-7.98653548e-09,-9.13381395e-09,-1.02810933e-08
1.20000000e+01,8.00000000e-01,8.00000000e-01,2.10000000e+11,3.00000000e-01,3.74864960e+00,-3.91606534e-10,-1.19208275e-09,-2.22273435e-09,-3.35253268e-09,-4.48712428e-09,-5.62225145e-09,-6.75741030e-09,-7.89257477e-09,-9.02773948e-09,-1.01629052e-08
1.20000000e+01,8.00000000e-01,8.00000000e-01,7.00000000e+10,3.40000000e-01,3.74864960e+00,-3.80373390e-10,-1.16533383e-09,-2.17877392e-09,-3.29191757e-09,-4.41042567e-09,-5.52963473e-09,-6.64889411e-09,-7.76816313e-09,-8.88743294e-09,-1.00067039e-08
1.20000000e+01,8.00000000e-01,8.00000000e-01,1.80000000e+10,1.80000000e-01,3.74864960e+00,-4.10344339e-10,-1.23745969e-09,-2.29786797e-09,-3.45726687e-09,-4.62068955e-09,-5.78438006e-09,-6.94808085e-09,-8.11178328e-09,-9.27548569e-09,-1.04391891e-08
1.20000000e+01,8.00000000e-01,8.00000000e-01,2.83000000e+10,4.00000000e-01,3.74864960e+00,-3.54756733e-10,-1.10439699e-09,-2.07867739e-09,-3.15441961e-09,-4.23707465e-09,-5.32090659e-09,-6.40485793e-09,-7.48883695e-09,-8.57281891e-09,-9.65680247e-09
1.20000000e+01,8.00000000e-01,1.00000000e+00,1.55000000e+11,2.60000000e-01,3.74864960e+00,-2.11714978e-10,-6.35078367e-10,-1.17693714e-09,-1.76269004e-09,-2.34956044e-09,-2.93662785e-09,-3.52370493e-09,-4.11078404e-09,-4.69786296e-09,-5.28494271e-09
1.20000000e+01,8.00000000e-01,1.00000000e+00,2.10000000e+11,3.00000000e-01,3.74864960e+00,-2.07502349e-10,-6.25192284e-10,-1.16077328e-09,-1.74013878e-09,-2.32073993e-09,-2.90158726e-09,-3.48244944e-09,-4.06331432e-09,-4.64417950e-09,-5.22504484e-09
1.20000000e+01,8.00000000e-01,1.00000000e+00,7.00000000e+10,3.40000000e-01,3.74864960e+00,-2.01816233e-10,-6.11897993e-10,-1.13907836e-09,-1.71008548e-09,-2.28253420e-09,-2.85530072e-09,-3.42809125e-09,-4.00088621e-09,-4.57368141e-09,-5.14647702e-09
1.20000000e+01,8.00000000e-01,1.00000000e+00,1.80000000e+10,1.80000000e-01,3.74864960e+00,-2.16987470e-10,-6.47635616e-10,-1.19761815e-09,-1.79202824e-09,-2.38748139e-09,-2.98306690e-09,-3.57865676e-09,-4.17424775e-09,-4.76983854e-09,-5.36542943e-09
1.20000000e+01,8.00000000e-01,1.00000000e+00,2.83000000e+10,4.00000000e-01,3.74864960e+00,-1.89050671e-10,-5.81961360e-10,-1.09017829e-09,-1.64274927e-09,-2.19738531e-09,-2.75254865e-09,-3.30776974e-09,-3.86300214e-09,-4.41823556e-09,-4.97346964e-09
1.20000000e+01,8.00000000e-01,1.20000000e+00,1.55000000e+11,2.60000000e-01,3.74864960e+00,-1.27070591e-10,-3.76977943e-10,-6.95601036e-10,-1.03487824e-09,-1.37418294e-09,-1.71359835e-09,-2.05302119e-09,-2.39244552e-09,-2.73186973e-09,-3.07129433e-09
1.20000000e+01,8.00000000e-01,1.20000000e+00,2.10000000e+11,3.00000000e-01,3.74864960e+00,-1.24662641e-10,-3.71417332e-10,-6.86566012e-10,-1.02213980e-09,-1.35776866e-09,-1.69353505e-09,-2.02931239e-09,-2.36509206e-09,-2.70087161e-09,-3.03665137e-09
1.20000000e+01,8.00000000e-01,1.20000000e+00,7.00000000e+10,3.40000000e-01,3.74864960e+00,-1.21411542e-10,-3.63921177e-10,-6.74399015e-10,-1.00516215e-09,-1.33605361e-09,-1.66712188e-09,-1.99820758e-09,-2.32929637e-09,-2.66038501e-09,-2.99147418e-09
1.20000000e+01,8.00000000e-01,1.20000000e+00,1.80000000e+10,1.80000000e-01,3.74864960e+00,-1.30047354e-10,-3.83927387e-10,-7.06960903e-10,-1.05129198e-09,-1.39567987e-09,-1.74014365e-09,-2.08461080e-09,-2.42907879e-09,-2.77354651e-09,-3.11801474e-09
1.20000000e+01,8.00000000e-01,1.20000000e+00,2.83000000e+10,4.00000000e-01,3.74864960e+00,-1.14170725e-10,-3.47129356e-10,-6.47088503e-10,-9.67392084e-10,-1.28809741e-09,-1.60909514e-09,-1.93013260e-09,-2.25117729e-09,-2.57222209e-09,-2.89326740e-09
1.20000000e+01,8.00000000e-01,1.40000000e+00,1.55000000e+11,2.60000000e-01,3.74864960e+00,-8.32910309e-11,-2.44177800e-10,-4.48512598e-10,-6.62292895e-10,-8.75710292e-10,-1.08919539e-09,-1.30268680e-09,-1.51617964e-09,-1.72967202e-09,-1.94316474e-09
1.20000000e+01,8.00000000e-01,1.40000000e+00,2.10000000e+11,3.00000000e-01,3.74864960e+00,-8.18041319e-11,-2.40790969e-10,-4.43040130e-10,-6.54467292e-10,-8.65522735e-10,-1.07666228e-09,-1.28781114e-09,-1.49896182e-09,-1.71011204e-09,-1.92126248e-09
1.20000000e+01,8.00000000e-01,1.40000000e+00,7.00000000e+10,3.40000000e-01,3.74864960e+00,-7.97874124e-11,-2.36195269e-10,-4.35616142e-10,-6.44005378e-10,-8.52039880e-10,-1.06018272e-09,-1.26833987e-09,-1.47649947e-09,-1.68465857e-09,-1.89281812e-09
1.20000000e+01,8.00000000e-01,1.40000000e+00,1.80000000e+10,1.80000000e-01,3.74864960e+00,-8.50937494e-11,-2.48311606e-10,-4.55222169e-10,-6.72233633e-10,-8.88948608e-10,-1.10571023e-09,-1.32247491e-09,-1.53924038e-09,-1.75600556e-09,-1.97277106e-09
1.20000000e+01,8.00000000e-01,1.40000000e+00,2.83000000e+10,4.00000000e-01,3.74864960e+00,-7.53006973e-11,-2.25892042e-10,-4.18923852e-10,-6.20781470e-10,-8.22402544e-10,-1.02420337e-09,-1.22603565e-09,-1.42787266e-09,-1.62970883e-09,-1.83154558e-09
1.20000000e+01,1.00000000e+00,8.00000000e-01,1.55000000e+11,2.60000000e-01,3.74864960e+00,-3.20079861e-10,-9.68880631e-10,-1.80251785e-09,-2.71524117e-09,-3.63171631e-09,-4.54871948e-09,-5.46577445e-09,-6.38284145e-09,-7.29990947e-09,-8.21697910e-09
1.20000000e+01,1.00000000e+00,8.00000000e-01,2.10000000e+11,3.00000000e-01,3.74864960e+00,-3.13284654e-10,-9.52425237e-10,-1.77530343e-09,-2.67758209e-09,-3.58397991e-09,-4.49103703e-09,-5.39816372e-09,-6.30530740e-09,-7.21245322e-09,-8.11960099e-09
1.20000000e+01,1.00000000e+00,8.00000000e-01,7.00000000e+10,3.40000000e-01,3.74864960e+00,-3.04132378e-10,-9.30475277e-10,-1.73914239e-09,-2.62776675e-09,-3.52103675e-09,-4.41514564e-09,-5.30935184e-09,-6.20358410e-09,-7.09781998e-09,-7.99205768e-09
1.20000000e+01,1.00000000e+00,8.00000000e-01,1.80000000e+10,1.80000000e-01,3.74864960e+00,-3.28700074e-10,-9.90270300e-10,-1.83825104e-09,-2.76520154e-09,-3.69546664e-09,-4.62607291e-09,-5.55670914e-09,-6.48735173e-09,-7.41799497e-09,-8.34863911e-09
1.20000000e+01,1.00000000e+00,8.00000000e-01,2.83000000e+10,4.00000000e-01,3.74864960e+00,-2.83459321e-10,-8.81134159e-10,-1.65800562e-09,-2.51639941e-09,-3.38079203e-09,-4.24650306e-09,-5.11240001e-09,-5.97835770e-09,-6.84432569e-09,-7.71029818e-09
1.20000000e+01,1.00000000e+00,1.00000000e+00,1.55000000e+11,2.60000000e-01,3.74864960e+00,-1.69616034e-10,-5.08169620e-10,-9.41446386e-10,-1.40963266e-09,-1.87886577e-09,-2.34833273e-09,-2.81781504e-09,-3.28730016e-09,-3.75678537e-09,-4.22627089e-09
1.20000000e+01,1.00000000e+00,1.00000000e+00,2.10000000e+11,3.00000000e-01,3.74864960e+00,-1.66208949e-10,-5.00101855e-10,-9.28215495e-10,-1.39120971e-09,-1.85537001e-09,-2.31981518e-09,-2.78428148e-09,-3.24875161e-09,-3.71322197e-09,-4.17769286e-09
1.20000000e+01,1.00000000e+00,1.00000000e+00,7.00000000e+10,3.40000000e-01,3.74864960e+00,-1.61635176e-10,-4.89347000e-10,-9.10630958e-10,-1.36689186e-09,-1.82450761e-09,-2.28247904e-09,-2.74048075e-09,-3.19848859e-09,-3.65649689e-09,-4.11450563e-09
1.20000000e+01,1.00000000e+00,1.00000000e+00,1.80000000e+10,1.80000000e-01,3.74864960e+00,-1.73902104e-10,-5.18534990e-10,-9.58602978e-10,-1.43390376e-09,-1.91014107e-09,-2.38653972e-09,-2.86294705e-09,-3.33935594e-09,-3.81576481e-09,-4.29217417e-09
1.20000000e+01,1.00000000e+00,1.00000000e+00,2.83000000e+10,4.00000000e-01,3.74864960e+00,-1.51459008e-10,-4.65435038e-10,-8.71550786e-10,-1.31316222e-09,-1.75666165e-09,-2.20071035e-09,-2.64482200e-09,-3.08894842e-09,-3.53307673e-09,-3.97720612e-09
1.20000000e+01,1.00000000e+00,1.20000000e+00,1.55000000e+11,2.60000000e-01,3.74864960e+00,-1.01849130e-10,-3.01796585e-10,-5.56757030e-10,-8.27946198e-10,-1.09931160e-09,-1.37080710e-09,-1.64230986e-09,-1.91381406e-09,-2.18531821e-09,-2.45682275e-09
1.20000000e+01,1.00000000e+00,1.20000000e+00,2.10000000e+11,3.00000000e-01,3.74864960e+00,-9.99167653e-11,-2.97297510e-10,-5.49424981e-10,-8.17632975e-10,-1.08605123e-09,-1.35462588e-09,-1.62321111e-09,-1.89179834e-09,-2.16038557e-09,-2.42897302e-09
1.20000000e+01,1.00000000e+00,1.20000000e+00,7.00000000e+10,3.40000000e-01,3.74864960e+00,-9.73216975e-11,-2.91284343e-10,-5.39646619e-10,-8.04016483e-10,-1.06866545e-09,-1.33350774e-09,-1.59836597e-09,-1.86322694e-09,-2.12808810e-09,-2.39294962e-09
1.20000000e+01,1.00000000e+00,1.20000000e+00,1.80000000e+10,1.80000000e-01,3.74864960e+00,-1.04248532e-10,-3.07482120e-10,-5.66097516e-10,-8.41398094e-10,-1.11687127e-09,-1.39243692e-09,-1.66800637e-09,-1.94357660e-09,-2.21914675e-09,-2.49471710e-09
1.20000000e+01,1.00000000e+00,1.20000000e+00,2.83000000e+10,4.00000000e-01,3.74864960e+00,-9.15946971e-11,-2.77984777e-10,-5.18004549e-10,-7.74144310e-10,-1.03079336e-09,-1.28773809e-09,-1.54471746e-09,-1.80170321e-09,-2.05868965e-09,-2.31567654e-09
1.20000000e+01,1.00000000e+00,1.40000000e+00,1.55000000e+11,2.60000000e-01,3.74864960e+00,-6.67752641e-11,-1.95540049e-10,-3.59164093e-10,-5.30001153e-10,-7.00711722e-10,-8.71504430e-10,-1.04230181e-09,-1.21310019e-09,-1.38389852e-09,-1.55469704e-09
1.20000000e+01,1.00000000e+00,1.40000000e+00,2.10000000e+11,3.00000000e-01,3.74864960e+00,-6.55872592e-11,-1.92813693e-10,-3.54745988e-10,-5.23698852e-10,-6.92524868e-10,-8.61449223e-10,-1.03038058e-09,-1.19931324e-09,-1.36824582e-09,-1.53717861e-09
1.20000000e+01,1.00000000e+00,1.40000000e+00,7.00000000e+10,3.40000000e-01,3.74864960e+00,-6.39844030e-11,-1.89145758e-10,-3.48809624e-10,-5.15351689e-10,-6.81785567e-10,-8.48340272e-10,-1.01490584e-09,-1.18147322e-09,-1.34804056e-09,-1.51460822e-09
1.20000000e+01,1.00000000e+00,1.40000000e+00,1.80000000e+10,1.80000000e-01,3.74864960e+00,-6.82211237e-11,-1.98904307e-10,-3.64651653e-10,-5.38103373e-10,-7.11464151e-10,-8.84884485e-10,-1.05830679e-09,-1.23172982e-09,-1.40515268e-09,-1.57857571e-09
1.20000000e+01,1.00000000e+00,1.40000000e+00,2.83000000e+10,4.00000000e-01,3.74864960e+00,-6.04516245e-11,-1.81027627e-10,-3.35650076e-10,-4.97082495e-10,-6.58504415e-10,-8.20109521e-10,-9.81738999e-10,-1.14337201e-09,-1.30500511e-09,-1.46663870e-09
1.20000000e+01,1.20000000e+00,8.00000000e-01,1.55000000e+11,2.60000000e-01,3.74864960e+00,-2.66679305e-10,-8.06181637e-10,-1.49932131e-09,-2.25845617e-09,-3.02100513e-09,-3.78424313e-09,-4.54759497e-09,-5.31098422e-09,-6.07437920e-09,-6.83777790e-09
1.20000000e+01,1.20000000e+00,8.00000000e-01,2.10000000e+11,3.00000000e-01,3.74864960e+00,-2.60841110e-10,-7.91826490e-10,-1.47543722e-09,-2.22539712e-09,-2.97915435e-09,-3.73376659e-09,-4.48852597e-09,-5.24333660e-09,-5.99815581e-09,-6.75298040e-09
1.20000000e+01,1.20000000e+00,8.00000000e-01,7.00000000e+10,3.40000000e-01,3.74864960e+00,-2.53013197e-10,-7.72826643e-10,-1.44398245e-09,-2.18204502e-09,-2.92442662e-09,-3.66788160e-09,-4.41153176e-09,-5.15525454e-09,-5.89899093e-09,-6.64273481e-09
1.20000000e+01,1.20000000e+00,8.00000000e-01,1.80000000e+10,1.80000000e-01,3.74864960e+00,-2.74119817e-10,-8.25036417e-10,-1.53106693e-09,-2.30282844e-09,-3.07750398e-09,-3.85262100e-09,-4.62780678e-09,-5.40301338e-09,-6.17822292e-09,-6.95343472e-09
1.20000000e+01,1.20000000e+00,8.00000000e-01,2.83000000e+10,4.00000000e-01,3.74864960e+00,-2.35461287e-10,-7.30596006e-10,-1.37428991e-09,-2.08631970e-09,-2.80393678e-09,-3.52316860e-09,-4.24273206e-09,-4.96244047e-09,-5.68218100e-09,-6.40193765e-09
1.20000000e+01,1.20000000e+00,1.00000000e+00,1.55000000e+11,2.60000000e-01,3.74864960e+00,-1.41466815e-10,-4.23248634e-10,-7.83851518e-10,-1.17349026e-09,-1.56416600e-09,-1.95513848e-09,-2.34614342e-09,-2.73715566e-09,-3.12816866e-09,-3.51918250e-09
1.20000000e+01,1.20000000e+00,1.00000000e+00,2.10000000e+11,3.00000000e-01,3.74864960e+00,-1.38580170e-10,-4.16316909e-10,-7.72423142e-10,-1.15759612e-09,-1.54393397e-09,-1.93062937e-09,-2.31736605e-09,-2.70411277e-09,-3.09086074e-09,-3.47760976e-09
1.20000000e+01,1.20000000e+00,1.00000000e+00,7.00000000e+10,3.40000000e-01,3.74864960e+00,-1.34719115e-10,-4.07143124e-10,-7.57362341e-10,-1.13678710e-09,-1.51756317e-09,-1.89877686e-09,-2.28004537e-09,-2.66132830e-09,-3.04261318e-09,-3.42389939e-09
1.20000000e+01,1.20000000e+00,1.00000000e+00,1.80000000e+10,1.80000000e-01,3.74864960e+00,-1.45107635e-10,-4.32239853e-10,-7.98845986e-10,-1.19466043e-09,-1.59136549e-09,-1.98827599e-09,-2.38520673e-09,-2.78214203e-09,-3.17907767e-09,-3.57601371e-09
1.20000000e+01,1.20000000e+00,1.00000000e+00,2.83000000e+10,4.00000000e-01,3.74864960e+00,-1.26184656e-10,-3.86961168e-10,-7.24291524e-10,-1.09134830e-09,-1.46024658e-09,-1.82978665e-09,-2.19942259e-09,-2.56908891e-09,-2.93876029e-09,-3.30843419e-09
1.20000000e+01,1.20000000e+00,1.20000000e+00,1.55000000e+11,2.60000000e-01,3.74864960e+00,-8.49919864e-11,-2.51503386e-10,-4.63850350e-10,-6.89578145e-10,-9.15588750e-10,-1.14176222e-09,-1.36794869e-09,-1.59413769e-09,-1.82032683e-09,-2.04651629e-09
1.20000000e+01,1.20000000e+00,1.20000000e+00,2.10000000e+11,3.00000000e-01,3.74864960e+00,-8.33685356e-11,-2.47673172e-10,-4.57575472e-10,-6.80769582e-10,-9.04287773e-10,-1.12799883e-09,-1.35172685e-09,-1.57545828e-09,-1.79918989e-09,-2.02292183e-09
1.20000000e+01,1.20000000e+00,1.20000000e+00,7.00000000e+10,3.40000000e-01,3.74864960e+00,-8.11955356e-11,-2.42589833e-10,-4.49276318e-10,-6.69231876e-10,-8.89581130e-10,-1.11016289e-09,-1.33076776e-09,-1.55137743e-09,-1.77198758e-09,-1.99259809e-09
1.20000000e+01,1.20000000e+00,1.20000000e+00,1.80000000e+10,1.80000000e-01,3.74864960e+00,-8.70108320e-11,-2.56388389e-10,-4.71937958e-10,-7.01190247e-10,-9.30694869e-10,-1.16031721e-09,-1.38994752e-09,-1.61957933e-09,-1.84921123e-09,-2.07884332e-09
1.20000000e+01,1.20000000e+00,1.20000000e+00,2.83000000e+10,4.00000000e-01,3.74864960e+00,-7.64305598e-11,-2.31462981e-10,-4.31124940e-10,-6.44211802e-10,-8.57901099e-10,-1.07192518e-09,-1.28599227e-09,-1.50006942e-09,-1.71414787e-09,-1.92822713e-09
