Length,Width,Height,E,nu,Load_x_coord,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10
1.00000000e+01,8.00000000e-01,8.00000000e-01,1.55000000e+11,2.60000000e-01,1.25000040e+00,-8.44580637e-11,-1.81909380e-10,-2.84570073e-10,-3.88164180e-10,-4.91777970e-10,-5.95392616e-10,-6.99007351e-10,-8.02622119e-10,-9.06236856e-10,-1.00985165e-09
1.00000000e+01,8.00000000e-01,8.00000000e-01,2.10000000e+11,3.00000000e-01,1.25000040e+00,-8.32767146e-11,-1.78568948e-10,-2.78834264e-10,-3.80133577e-10,-4.81459840e-10,-5.82787795e-10,-6.84115840e-10,-7.85443912e-10,-8.86771951e-10,-9.88100046e-10
1.00000000e+01,8.00000000e-01,8.00000000e-01,7.00000000e+10,3.40000000e-01,1.25000040e+00,-8.14942299e-11,-1.73942067e-10,-2.71110875e-10,-3.69432414e-10,-4.67792214e-10,-5.66155056e-10,-6.64518155e-10,-7.62881306e-10,-8.61244444e-10,-9.59607616e-10
1.00000000e+01,8.00000000e-01,8.00000000e-01,1.80000000e+10,1.80000000e-01,1.25000040e+00,-8.55198085e-11,-1.85816734e-10,-2.91764838e-10,-3.98480556e-10,-5.05207454e-10,-6.11934543e-10,-7.18661709e-10,-8.25388828e-10,-9.32115927e-10,-1.03884312e-09
1.00000000e+01,8.00000000e-01,8.00000000e-01,2.83000000e+10,4.00000000e-01,1.25000040e+00,-7.71186869e-11,-1.63327661e-10,-2.53829636e-10,-3.45726960e-10,-4.37695633e-10,-5.29673088e-10,-6.21651463e-10,-7.13630123e-10,-8.05608762e-10,-8.97587504e-10
1.00000000e+01,8.00000000e-01,1.00000000e+00,1.55000000e+11,2.60000000e-01,1.25000040e+00,-4.97287497e-11,-1.00589328e-10,-1.52559665e-10,-2.05310135e-10,-2.58075345e-10,-3.10840166e-10,-3.63604970e-10,-4.16369766e-10,-4.69134566e-10,-5.21899413e-10
1.00000000e+01,8.00000000e-01,1.00000000e+00,2.10000000e+11,3.00000000e-01,1.25000040e+00,-4.92459750e-11,-9.89974814e-11,-1.49695672e-10,-2.01224114e-10,-2.52771285e-10,-3.04318557e-10,-3.55865901e-10,-4.07413245e-10,-4.58960589e-10,-5.10507969e-10
1.00000000e+01,8.00000000e-01,1.00000000e+00,7.00000000e+10,3.40000000e-01,1.25000040e+00,-4.84514885e-11,-9.67542219e-11,-1.45835875e-10,-1.95805059e-10,-2.45798974e-10,-2.95793948e-10,-3.45789095e-10,-3.95784280e-10,-4.45779442e-10,-4.95774644e-10
1.00000000e+01,8.00000000e-01,1.00000000e+00,1.80000000e+10,1.80000000e-01,1.25000040e+00,-5.00050120e-11,-1.02334800e-10,-1.56090990e-10,-2.10541053e-10,-2.65001105e-10,-3.19460276e-10,-3.73919430e-10,-4.28378558e-10,-4.82837680e-10,-5.37296874e-10
1.00000000e+01,8.00000000e-01,1.00000000e+00,2.83000000e+10,4.00000000e-01,1.25000040e+00,-4.64019925e-11,-9.15858294e-11,-1.37283364e-10,-1.83980211e-10,-2.30718887e-10,-2.77462116e-10,-3.24206132e-10,-3.70950309e-10,-4.17694480e-10,-4.64438710e-10
1.00000000e+01,8.00000000e-01,1.20000000e+00,1.55000000e+11,2.60000000e-01,1.25000040e+00,-3.32542083e-11,-6.32967163e-11,-9.29120403e-11,-1.23224055e-10,-1.53550136e-10,-1.83875340e-10,-2.14200609e-10,-2.44525874e-10,-2.74851128e-10,-3.05176412e-10
1.00000000e+01,8.00000000e-01,1.20000000e+00,2.10000000e+11,3.00000000e-01,1.25000040e+00,-3.30728451e-11,-6.24673557e-11,-9.13080925e-11,-1.20876279e-10,-1.50460842e-10,-1.80044932e-10,-2.09629165e-10,-2.39213432e-10,-2.68797683e-10,-2.98381958e-10
1.00000000e+01,8.00000000e-01,1.20000000e+00,7.00000000e+10,3.40000000e-01,1.25000040e+00,-3.27066464e-11,-6.12591461e-11,-8.91304165e-11,-1.17762990e-10,-1.46415379e-10,-1.75067945e-10,-2.03720840e-10,-2.32373792e-10,-2.61026723e-10,-2.89679669e-10
1.00000000e+01,8.00000000e-01,1.20000000e+00,1.80000000e+10,1.80000000e-01,1.25000040e+00,-3.32035432e-11,-6.41068814e-11,-9.48341419e-11,-1.26202926e-10,-1.57582923e-10,-1.88961646e-10,-2.20340348e-10,-2.51719042e-10,-2.83097738e-10,-3.14476445e-10
1.00000000e+01,8.00000000e-01,1.20000000e+00,2.83000000e+10,4.00000000e-01,1.25000040e+00,-3.16557735e-11,-5.84165869e-11,-8.43032452e-11,-1.11013200e-10,-1.37752471e-10,-1.64494231e-10,-1.91237076e-10,-2.17980046e-10,-2.44722987e-10,-2.71465989e-10
1.00000000e+01,8.00000000e-01,1.40000000e+00,1.55000000e+11,2.60000000e-01,1.25000040e+00,-2.42493753e-11,-4.35953269e-11,-6.18841969e-11,-8.08108716e-11,-9.97515313e-11,-1.18690897e-10,-1.37630458e-10,-1.56570036e-10,-1.75509599e-10,-1.94449179e-10
1.00000000e+01,8.00000000e-01,1.40000000e+00,2.10000000e+11,3.00000000e-01,1.25000040e+00,-2.42144422e-11,-4.31474021e-11,-6.09182535e-11,-7.93486488e-11,-9.77943434e-11,-1.16239000e-10,-1.34683981e-10,-1.53128984e-10,-1.71573972e-10,-1.90018987e-10
1.00000000e+01,8.00000000e-01,1.40000000e+00,7.00000000e+10,3.40000000e-01,1.25000040e+00,-2.40596688e-11,-4.24575231e-11,-5.95887387e-11,-7.74026643e-11,-9.52338192e-11,-1.13064326e-10,-1.30895393e-10,-1.48726529e-10,-1.66557614e-10,-1.84388727e-10
1.00000000e+01,8.00000000e-01,1.40000000e+00,1.80000000e+10,1.80000000e-01,1.25000040e+00,-2.40497629e-11,-4.39447065e-11,-6.29932996e-11,-8.26394509e-11,-1.02297922e-10,-1.21954842e-10,-1.41611811e-10,-1.61268763e-10,-1.80925721e-10,-2.00582689e-10
1.00000000e+01,8.00000000e-01,1.40000000e+00,2.83000000e+10,4.00000000e-01,1.25000040e+00,-2.35041606e-11,-4.07708591e-11,-5.66164367e-11,-7.31844887e-11,-8.97750049e-11,-1.06366191e-10,-1.22958827e-10,-1.39551579e-10,-1.56144181e-10,-1.72736853e-10
1.00000000e+01,1.00000000e+00,8.00000000e-01,1.55000000e+11,2.60000000e-01,1.25000040e+00,-6.79340534e-11,-1.45808240e-10,-2.27858044e-10,-3.10868277e-10,-3.93918258e-10,-4.76974574e-10,-5.60031927e-10,-6.43089533e-10,-7.26147175e-10,-8.09204870e-10
1.00000000e+01,1.00000000e+00,8.00000000e-01,2.10000000e+11,3.00000000e-01,1.25000040e+00,-6.69507792e-11,-1.43054987e-10,-2.23163057e-10,-3.04334879e-10,-3.85556659e-10,-4.66786640e-10,-5.48017931e-10,-6.29249615e-10,-7.10481333e-10,-7.91713139e-10
1.00000000e+01,1.00000000e+00,8.00000000e-01,7.00000000e+10,3.40000000e-01,1.25000040e+00,-6.54810442e-11,-1.39266034e-10,-2.16872009e-10,-2.95659585e-10,-3.74511772e-10,-4.53375220e-10,-5.32240534e-10,-6.11106405e-10,-6.89972325e-10,-7.68838382e-10
1.00000000e+01,1.00000000e+00,8.00000000e-01,1.80000000e+10,1.80000000e-01,1.25000040e+00,-6.88368366e-11,-1.49055374e-10,-2.33771955e-10,-3.19271857e-10,-4.04798080e-10,-4.90328387e-10,-5.75859367e-10,-6.61390525e-10,-7.46921663e-10,-8.32452884e-10
1.00000000e+01,1.00000000e+00,8.00000000e-01,2.83000000e+10,4.00000000e-01,1.25000040e+00,-6.19134491e-11,-1.30658351e-10,-2.02913847e-10,-2.76577169e-10,-3.50345682e-10,-4.24135571e-10,-4.97929258e-10,-5.71724357e-10,-6.45519686e-10,-7.19315219e-10
1.00000000e+01,1.00000000e+00,1.00000000e+00,1.55000000e+11,2.60000000e-01,1.25000040e+00,-4.01117095e-11,-8.07367566e-11,-1.22255781e-10,-1.64564833e-10,-2.06896965e-10,-2.49230053e-10,-2.91563348e-10,-3.33896696e-10,-3.76230030e-10,-4.18563378e-10
1.00000000e+01,1.00000000e+00,1.00000000e+00,2.10000000e+11,3.00000000e-01,1.25000040e+00,-3.97136225e-11,-7.94399079e-11,-1.19940854e-10,-1.61282884e-10,-2.02652943e-10,-2.44024754e-10,-2.85396866e-10,-3.26769019e-10,-3.68141183e-10,-4.09513368e-10
1.00000000e+01,1.00000000e+00,1.00000000e+00,7.00000000e+10,3.40000000e-01,1.25000040e+00,-3.90650249e-11,-7.76235169e-11,-1.16834797e-10,-1.56943229e-10,-1.97086920e-10,-2.37233695e-10,-2.77380954e-10,-3.17528291e-10,-3.57675643e-10,-3.97823025e-10
1.00000000e+01,1.00000000e+00,1.00000000e+00,1.80000000e+10,1.80000000e-01,1.25000040e+00,-4.03478206e-11,-8.21688989e-11,-1.25117583e-10,-1.68764532e-10,-2.12428192e-10,-2.56091964e-10,-2.99755861e-10,-3.43419790e-10,-3.87083711e-10,-4.30747660e-10
1.00000000e+01,1.00000000e+00,1.00000000e+00,2.83000000e+10,4.00000000e-01,1.25000040e+00,-3.74102602e-11,-7.34782723e-11,-1.10008576e-10,-1.47537830e-10,-1.85122170e-10,-2.22714347e-10,-2.60307750e-10,-2.97901463e-10,-3.35495203e-10,-3.73089004e-10
1.00000000e+01,1.00000000e+00,1.20000000e+00,1.55000000e+11,2.60000000e-01,1.25000040e+00,-2.69049253e-11,-5.08665927e-11,-7.44852246e-11,-9.88073274e-11,-1.23149447e-10,-1.47490949e-10,-1.71832559e-10,-1.96174173e-10,-2.20515786e-10,-2.44857412e-10
1.00000000e+01,1.00000000e+00,1.20000000e+00,2.10000000e+11,3.00000000e-01,1.25000040e+00,-2.67563581e-11,-5.01951839e-11,-7.31971137e-11,-9.69335006e-11,-1.20692836e-10,-1.44452109e-10,-1.68211551e-10,-1.91971025e-10,-2.15730485e-10,-2.39489956e-10
1.00000000e+01,1.00000000e+00,1.20000000e+00,7.00000000e+10,3.40000000e-01,1.25000040e+00,-2.64594318e-11,-4.92228072e-11,-7.14556683e-11,-9.44555326e-11,-1.17482564e-10,-1.40510467e-10,-1.63538678e-10,-1.86566939e-10,-2.09595202e-10,-2.32623490e-10
1.00000000e+01,1.00000000e+00,1.20000000e+00,1.80000000e+10,1.80000000e-01,1.25000040e+00,-2.68665810e-11,-5.15264607e-11,-7.60313951e-11,-1.01181385e-10,-1.26347577e-10,-1.51512563e-10,-1.76677602e-10,-2.01842649e-10,-2.27007681e-10,-2.52172727e-10
1.00000000e+01,1.00000000e+00,1.20000000e+00,2.83000000e+10,4.00000000e-01,1.25000040e+00,-2.56158901e-11,-4.69565031e-11,-6.76274011e-11,-8.91197075e-11,-1.10650539e-10,-1.32185424e-10,-1.53721244e-10,-1.75257233e-10,-1.96793241e-10,-2.18329285e-10
1.00000000e+01,1.00000000e+00,1.40000000e+00,1.55000000e+11,2.60000000e-01,1.25000040e+00,-1.96824161e-11,-3.50785535e-11,-4.96209232e-11,-6.48088503e-11,-8.00165078e-11,-9.52227746e-11,-1.10429175e-10,-1.25635585e-10,-1.40841995e-10,-1.56048410e-10
1.00000000e+01,1.00000000e+00,1.40000000e+00,2.10000000e+11,3.00000000e-01,1.25000040e+00,-1.96542983e-11,-3.47170855e-11,-4.88472291e-11,-6.36447252e-11,-7.84637848e-11,-9.32818634e-11,-1.08100169e-10,-1.22918488e-10,-1.37736809e-10,-1.52555135e-10
1.00000000e+01,1.00000000e+00,1.40000000e+00,7.00000000e+10,3.40000000e-01,1.25000040e+00,-1.95297022e-11,-3.41633509e-11,-4.77866859e-11,-6.20993310e-11,-7.64361215e-11,-9.07726221e-11,-1.05109498e-10,-1.19446410e-10,-1.33783320e-10,-1.48120252e-10
1.00000000e+01,1.00000000e+00,1.40000000e+00,1.80000000e+10,1.80000000e-01,1.25000040e+00,-1.95194410e-11,-3.53616177e-11,-5.05099819e-11,-6.62612464e-11,-8.20297696e-11,-9.77964342e-11,-1.13563162e-10,-1.29329885e-10,-1.45096605e-10,-1.60863323e-10
1.00000000e+01,1.00000000e+00,1.40000000e+00,2.83000000e+10,4.00000000e-01,1.25000040e+00,-1.90852287e-11,-3.28217145e-11,-4.54355152e-11,-5.87721226e-11,-7.21396445e-11,-8.55090931e-11,-9.88795679e-11,-1.12250166e-10,-1.25620749e-10,-1.38991360e-10
1.00000000e+01,1.20000000e+00,8.00000000e-01,1.55000000e+11,2.60000000e-01,1.25000040e+00,-5.68345135e-11,-1.21651070e-10,-1.89954844e-10,-2.59238602e-10,-3.28595489e-10,-3.97971780e-10,-4.67352526e-10,-5.36734867e-10,-6.06117428e-10,-6.75500211e-10
1.00000000e+01,1.20000000e+00,8.00000000e-01,2.10000000e+11,3.00000000e-01,1.25000040e+00,-5.59807189e-11,-1.19278447e-10,-1.85931685e-10,-2.53672887e-10,-3.21502491e-10,-3.89355939e-10,-4.57214969e-10,-5.25076100e-10,-5.92937587e-10,-6.60799360e-10
1.00000000e+01,1.20000000e+00,8.00000000e-01,7.00000000e+10,3.40000000e-01,1.25000040e+00,-5.47132388e-11,-1.16027691e-10,-1.80557015e-10,-2.46294110e-10,-3.12140078e-10,-3.78016322e-10,-4.43899773e-10,-5.09786242e-10,-5.75673268e-10,-6.41560693e-10
1.00000000e+01,1.20000000e+00,8.00000000e-01,1.80000000e+10,1.80000000e-01,1.25000040e+00,-5.76313369e-11,-1.24464486e-10,-1.95032023e-10,-2.66389343e-10,-3.37797553e-10,-4.09219032e-10,-4.80643544e-10,-5.52069036e-10,-6.23494673e-10,-6.94920455e-10
1.00000000e+01,1.20000000e+00,8.00000000e-01,2.83000000e+10,4.00000000e-01,1.25000040e+00,-5.16613199e-11,-1.08693172e-10,-1.68698625e-10,-2.30129515e-10,-2.91720813e-10,-3.53360929e-10,-4.15013442e-10,-4.76672101e-10,-5.38332182e-10,-5.99993111e-10
1.00000000e+01,1.20000000e+00,1.00000000e+00,1.55000000e+11,2.60000000e-01,1.25000040e+00,-3.36379678e-11,-6.74510001e-11,-1.02017320e-10,-1.37373337e-10,-1.72766698e-10,-2.08165097e-10,-2.43564546e-10,-2.78964260e-10,-3.14363986e-10,-3.49763773e-10
1.00000000e+01,1.20000000e+00,1.00000000e+00,2.10000000e+11,3.00000000e-01,1.25000040e+00,-3.32938182e-11,-6.63453543e-11,-1.00059502e-10,-1.34616329e-10,-1.69217124e-10,-2.03824417e-10,-2.38433013e-10,-2.73041981e-10,-3.07650978e-10,-3.42260026e-10
1.00000000e+01,1.20000000e+00,1.00000000e+00,7.00000000e+10,3.40000000e-01,1.25000040e+00,-3.27376966e-11,-6.48028609e-11,-9.74386062e-11,-1.30973537e-10,-1.64561547e-10,-1.98158306e-10,-2.31756794e-10,-2.65355812e-10,-2.98954886e-10,-3.32554040e-10
1.00000000e+01,1.20000000e+00,1.00000000e+00,1.80000000e+10,1.80000000e-01,1.25000040e+00,-3.38489212e-11,-6.86767060e-11,-1.04436767e-10,-1.40888547e-10,-1.77368318e-10,-2.13851276e-10,-2.50334999e-10,-2.86818878e-10,-3.23302767e-10,-3.59786700e-10
1.00000000e+01,1.20000000e+00,1.00000000e+00,2.83000000e+10,4.00000000e-01,1.25000040e+00,-3.13310000e-11,-6.13058737e-11,-9.17086610e-11,-1.23107090e-10,-1.54582115e-10,-1.86073039e-10,-2.17567124e-10,-2.49062421e-10,-2.80557902e-10,-3.12053522e-10
1.00000000e+01,1.20000000e+00,1.20000000e+00,1.55000000e+11,2.60000000e-01,1.25000040e+00,-2.26185082e-11,-4.25428133e-11,-6.21836822e-11,-8.25205567e-11,-1.02885741e-10,-1.23251893e-10,-1.43618463e-10,-1.63985090e-10,-1.84351714e-10,-2.04718367e-10
1.00000000e+01,1.20000000e+00,1.20000000e+00,2.10000000e+11,3.00000000e-01,1.25000040e+00,-2.24893588e-11,-4.19733487e-11,-6.11019879e-11,-8.09581160e-11,-1.00846244e-10,-1.20736176e-10,-1.40626636e-10,-1.60517203e-10,-1.80407763e-10,-2.00298347e-10
1.00000000e+01,1.20000000e+00,1.20000000e+00,7.00000000e+10,3.40000000e-01,1.25000040e+00,-2.22347403e-11,-4.11517848e-11,-5.96425458e-11,-7.88927388e-11,-9.81800240e-11,-1.17470453e-10,-1.36761618e-10,-1.56052939e-10,-1.75344275e-10,-1.94635641e-10
1.00000000e+01,1.20000000e+00,1.20000000e+00,1.80000000e+10,1.80000000e-01,1.25000040e+00,-2.25910066e-11,-4.31042154e-11,-6.34797728e-11,-8.44900832e-11,-1.05523500e-10,-1.26556900e-10,-1.47590589e-10,-1.68624320e-10,-1.89658040e-10,-2.10691783e-10
1.00000000e+01,1.20000000e+00,1.20000000e+00,2.83000000e+10,4.00000000e-01,1.25000040e+00,-2.15187563e-11,-3.92497762e-11,-5.64512164e-11,-7.44615327e-11,-9.25220555e-11,-1.10590009e-10,-1.28659490e-10,-1.46729411e-10,-1.64799394e-10,-1.82869414e-10
1.00000000e+01,1.20000000e+00,1.40000000e+00,1.55000000e+11,2.60000000e-01,1.25000040e+00,-1.65903655e-11,-2.93702290e-11,-4.14351769e-11,-5.41369244e-11,-6.68647153e-11,-7.95917807e-11,-9.23191083e-11,-1.05046458e-10,-1.17773807e-10,-1.30501165e-10
1.00000000e+01,1.20000000e+00,1.40000000e+00,2.10000000e+11,3.00000000e-01,1.25000040e+00,-1.65644529e-11,-2.90639666e-11,-4.07875125e-11,-5.31694804e-11,-6.55797969e-11,-7.79900014e-11,-9.04005501e-11,-1.02811143e-10,-1.15221737e-10,-1.27632335e-10
1.00000000e+01,1.20000000e+00,1.40000000e+00,7.00000000e+10,3.40000000e-01,1.25000040e+00,-1.64566960e-11,-2.85966922e-11,-3.99014083e-11,-5.18854229e-11,-6.39009204e-11,-7.59172661e-11,-8.79341212e-11,-9.99510552e-11,-1.11967996e-10,-1.23984947e-10
1.00000000e+01,1.20000000e+00,1.40000000e+00,1.80000000e+10,1.80000000e-01,1.25000040e+00,-1.64549391e-11,-2.96108440e-11,-4.21773112e-11,-5.53365962e-11,-6.85185870e-11,-8.16991531e-11,-9.48798952e-11,-1.08060641e-10,-1.21241383e-10,-1.34422140e-10
1.00000000e+01,1.20000000e+00,1.40000000e+00,2.83000000e+10,4.00000000e-01,1.25000040e+00,-1.60782225e-11,-2.74723496e-11,-3.79477910e-11,-4.91311635e-11,-6.03538939e-11,-7.15805004e-11,-8.28082686e-11,-9.40362682e-11,-1.05264303e-10,-1.16492371e-10
1.00000000e+01,1.40000000e+00,8.00000000e-01,1.55000000e+11,2.60000000e-01,1.25000040e+00,-4.88721352e-11,-1.04360090e-10,-1.62832504e-10,-2.22292283e-10,-2.81866981e-10,-3.41482699e-10,-4.01110459e-10,-4.60743705e-10,-5.20378100e-10,-5.80013371e-10
1.00000000e+01,1.40000000e+00,8.00000000e-01,2.10000000e+11,3.00000000e-01,1.25000040e+00,-4.81106557e-11,-1.02254876e-10,-1.59276823e-10,-2.17397937e-10,-2.75655605e-10,-3.33962784e-10,-3.92284717e-10,-4.50613739e-10,-5.08944334e-10,-5.67276059e-10
1.00000000e+01,1.40000000e+00,8.00000000e-01,7.00000000e+10,3.40000000e-01,1.25000040e+00,-4.69856449e-11,-9.93789081e-11,-1.54534983e-10,-2.10911370e-10,-2.67451719e-10,-3.24053011e-10,-3.80672899e-10,-4.37302330e-10,-4.93934059e-10,-5.50567369e-10
1.00000000e+01,1.40000000e+00,8.00000000e-01,1.80000000e+10,1.80000000e-01,1.25000040e+00,-4.95916539e-11,-1.06865466e-10,-1.67322592e-10,-2.28566273e-10,-2.89890979e-10,-3.51244169e-10,-4.12605660e-10,-4.73970667e-10,-5.35336355e-10,-5.96702632e-10
1.00000000e+01,1.40000000e+00,8.00000000e-01,2.83000000e+10,4.00000000e-01,1.25000040e+00,-4.42911705e-11,-9.29193575e-11,-1.44109032e-10,-1.96728109e-10,-2.49574294e-10,-3.02511261e-10,-3.55477330e-10,-4.08460831e-10,-4.61449108e-10,-5.14440490e-10
1.00000000e+01,1.40000000e+00,1.00000000e+00,1.55000000e+11,2.60000000e-01,1.25000040e+00,-2.89880000e-11,-5.79432543e-11,-8.75461982e-11,-1.17933261e-10,-1.48377427e-10,-1.78834438e-10,-2.09294642e-10,-2.39755944e-10,-2.70217404e-10,-3.00679009e-10
1.00000000e+01,1.40000000e+00,1.00000000e+00,2.10000000e+11,3.00000000e-01,1.25000040e+00,-2.86817590e-11,-5.69717784e-11,-8.58380370e-11,-1.15543630e-10,-1.45315332e-10,-1.75102524e-10,-2.04893565e-10,-2.34686010e-10,-2.64478676e-10,-2.94271524e-10
1.00000000e+01,1.40000000e+00,1.00000000e+00,7.00000000e+10,3.40000000e-01,1.25000040e+00,-2.81898804e-11,-5.56195609e-11,-8.35532239e-11,-1.12383773e-10,-1.41292126e-10,-1.70219740e-10,-1.99152140e-10,-2.28086458e-10,-2.57021105e-10,-2.85956009e-10
1.00000000e+01,1.40000000e+00,1.00000000e+00,1.80000000e+10,1.80000000e-01,1.25000040e+00,-2.91806958e-11,-5.90219175e-11,-8.96526372e-11,-1.20963387e-10,-1.52317456e-10,-1.83680635e-10,-2.15046170e-10,-2.46412435e-10,-2.77778774e-10,-3.09145209e-10
1.00000000e+01,1.40000000e+00,1.00000000e+00,2.83000000e+10,4.00000000e-01,1.25000040e+00,-2.69530090e-11,-5.25667394e-11,-7.85726344e-11,-1.05568519e-10,-1.32670230e-10,-1.59801905e-10,-1.86941152e-10,-2.14084071e-10,-2.41227790e-10,-2.68372019e-10
1.00000000e+01,1.40000000e+00,1.20000000e+00,1.55000000e+11,2.60000000e-01,1.25000040e+00,-1.95320351e-11,-3.65840163e-11,-5.33927714e-11,-7.08848087e-11,-8.84164263e-11,-1.05952492e-10,-1.23489784e-10,-1.41027400e-10,-1.58565043e-10,-1.76102716e-10
1.00000000e+01,1.40000000e+00,1.20000000e+00,2.10000000e+11,3.00000000e-01,1.25000040e+00,-1.94159807e-11,-3.60860754e-11,-5.24562397e-11,-6.95419848e-11,-8.66720905e-11,-1.03807961e-10,-1.20945298e-10,-1.38083061e-10,-1.55220865e-10,-1.72358711e-10
1.00000000e+01,1.40000000e+00,1.20000000e+00,7.00000000e+10,3.40000000e-01,1.25000040e+00,-1.91900657e-11,-3.53692410e-11,-5.11931646e-11,-6.77646251e-11,-8.43867052e-11,-1.01016494e-10,-1.17648139e-10,-1.34280372e-10,-1.50912685e-10,-1.67545061e-10
1.00000000e+01,1.40000000e+00,1.20000000e+00,1.80000000e+10,1.80000000e-01,1.25000040e+00,-1.95127949e-11,-3.70750613e-11,-5.45103659e-11,-7.25647791e-11,-9.06514985e-11,-1.08740939e-10,-1.26831316e-10,-1.44921892e-10,-1.63012476e-10,-1.81103105e-10
1.00000000e+01,1.40000000e+00,1.20000000e+00,2.83000000e+10,4.00000000e-01,1.25000040e+00,-1.85601697e-11,-3.37169450e-11,-4.84395275e-11,-6.39560127e-11,-7.95382375e-11,-9.51339626e-11,-1.10732790e-10,-1.26332841e-10,-1.41933110e-10,-1.57533528e-10
1.00000000e+01,1.40000000e+00,1.40000000e+00,1.55000000e+11,2.60000000e-01,1.25000040e+00,-1.43570374e-11,-2.52803874e-11,-3.55871780e-11,-4.65155860e-11,-5.74777503e-11,-6.84410055e-11,-7.94048985e-11,-9.03689124e-11,-1.01332929e-10,-1.12296963e-10
1.00000000e+01,1.40000000e+00,1.40000000e+00,2.10000000e+11,3.00000000e-01,1.25000040e+00,-1.43317951e-11,-2.50126840e-11,-3.50285452e-11,-4.56876657e-11,-5.63834471e-11,-6.70811859e-11,-7.77797027e-11,-8.84783830e-11,-9.91770806e-11,-1.09875803e-10
1.00000000e+01,1.40000000e+00,1.40000000e+00,7.00000000e+10,3.40000000e-01,1.25000040e+00,-1.42346784e-11,-2.46052618e-11,-3.42644275e-11,-4.45870837e-11,-5.49501676e-11,-6.53165137e-11,-7.56838729e-11,-8.60514887e-11,-9.64191275e-11,-1.06786795e-10
1.00000000e+01,1.40000000e+00,1.40000000e+00,1.80000000e+10,1.80000000e-01,1.25000040e+00,-1.42423847e-11,-2.54908134e-11,-3.62237337e-11,-4.75330909e-11,-5.88717123e-11,-7.02103205e-11,-8.15494076e-11,-9.28885682e-11,-1.04227731e-10,-1.15566910e-10
1.00000000e+01,1.40000000e+00,1.40000000e+00,2.83000000e+10,4.00000000e-01,1.25000040e+00,-1.38995327e-11,-2.36296917e-11,-3.25852733e-11,-4.22296372e-11,-5.19233738e-11,-6.16242744e-11,-7.13270183e-11,-8.10303390e-11,-9.07337580e-11,-1.00437242e-10
1.20000000e+01,8.00000000e-01,8.00000000e-01,1.55000000e+11,2.60000000e-01,1.50000048e+00,-1.32834723e-10,-2.99203878e-10,-4.77654114e-10,-6.57051404e-10,-8.36465272e-10,-1.01587973e-09,-1.19529431e-09,-1.37470882e-09,-1.55412327e-09,-1.73353787e-09
1.20000000e+01,8.00000000e-01,8.00000000e-01,2.10000000e+11,3.00000000e-01,1.50000048e+00,-1.30667591e-10,-2.93360015e-10,-4.67773879e-10,-6.43295773e-10,-8.18843133e-10,-9.94391704e-10,-1.16994042e-09,-1.34548911e-09,-1.52103776e-09,-1.69658654e-09
1.20000000e+01,8.00000000e-01,8.00000000e-01,7.00000000e+10,3.40000000e-01,1.50000048e+00,-1.27468273e-10,-2.85256517e-10,-4.54368249e-10,-6.24786192e-10,-7.95243967e-10,-9.65704382e-10,-1.13616501e-09,-1.30662558e-09,-1.47708608e-09,-1.64754677e-09
1.20000000e+01,8.00000000e-01,8.00000000e-01,1.80000000e+10,1.80000000e-01,1.50000048e+00,-1.35002366e-10,-3.06171605e-10,-4.90067771e-10,-6.74660974e-10,-8.59261264e-10,-1.04386165e-09,-1.22846216e-09,-1.41306258e-09,-1.59766295e-09,-1.78226345e-09
1.20000000e+01,8.00000000e-01,8.00000000e-01,2.83000000e+10,4.00000000e-01,1.50000048e+00,-1.19635552e-10,-2.66396949e-10,-4.23760417e-10,-5.82857857e-10,-7.42040065e-10,-9.01231215e-10,-1.06042323e-09,-1.21961534e-09,-1.37880747e-09,-1.53799973e-09
1.20000000e+01,8.00000000e-01,1.00000000e+00,1.55000000e+11,2.60000000e-01,1.50000048e+00,-7.60207599e-11,-1.62565287e-10,-2.53316023e-10,-3.44796390e-10,-4.36287589e-10,-5.27778624e-10,-6.19269620e-10,-7.10760615e-10,-8.02251600e-10,-8.93742635e-10
1.20000000e+01,8.00000000e-01,1.00000000e+00,2.10000000e+11,3.00000000e-01,1.50000048e+00,-7.50251456e-11,-1.59678706e-10,-2.48305313e-10,-3.37735748e-10,-4.27181865e-10,-5.16628284e-10,-6.06074691e-10,-6.95521115e-10,-7.84967504e-10,-8.74413986e-10
1.20000000e+01,8.00000000e-01,1.00000000e+00,7.00000000e+10,3.40000000e-01,1.50000048e+00,-7.34959360e-11,-1.55649626e-10,-2.41528669e-10,-3.28301445e-10,-4.15097515e-10,-5.01894733e-10,-5.88692090e-10,-6.75489465e-10,-7.62286818e-10,-8.49084192e-10
1.20000000e+01,8.00000000e-01,1.00000000e+00,1.80000000e+10,1.80000000e-01,1.50000048e+00,-7.68629471e-11,-1.65888799e-10,-2.59558465e-10,-3.53839316e-10,-4.48125579e-10,-5.42411303e-10,-6.36697014e-10,-7.30982692e-10,-8.25268331e-10,-9.19554044e-10
1.20000000e+01,8.00000000e-01,1.00000000e+00,2.83000000e+10,4.00000000e-01,1.50000048e+00,-6.96873282e-11,-1.46332799e-10,-2.26287137e-10,-3.07326622e-10,-3.88411937e-10,-4.69502112e-10,-5.50593000e-10,-6.31683976e-10,-7.12774945e-10,-7.93866028e-10
